one,32517,32520,CARDINAL
florida,33172,33179,GPE
one,33397,33400,CARDINAL
one,33406,33409,CARDINAL
month,33458,33463,DATE
next fall,34407,34416,DATE
next year,34636,34645,DATE
one,34690,34693,CARDINAL
canada,34901,34907,GPE
year old,35826,35834,DATE
gpt,35865,35868,ORG
gpu cloud laptop,35959,35975,PERSON
sr data business,36052,36068,ORG
first,36557,36562,ORDINAL
panda,36888,36893,ORG
next april,37113,37123,DATE
month,37134,37139,DATE
last september,37217,37231,DATE
one,37380,37383,CARDINAL
second,37458,37464,ORDINAL
past year,37975,37984,DATE
india,38915,38920,GPE
uk germany,38989,38999,GPE
germany,39092,39099,GPE
ken glad,39192,39200,PERSON
first,39223,39228,ORDINAL
several year,39317,39329,DATE
focus data science learning,40032,40059,ORG
one year,40060,40068,DATE
year,40142,40146,DATE
two,40706,40709,CARDINAL
uber weekend,40878,40890,DATE
one,40976,40979,CARDINAL
uk,41426,41428,GPE
second,41429,41435,ORDINAL
chicago,41463,41470,GPE
chicago,41475,41482,GPE
gre,41587,41590,ORG
one day,41715,41722,DATE
haha robert frost,42058,42075,PERSON
boston,42371,42377,GPE
one,42584,42587,CARDINAL
one,42769,42772,CARDINAL
today,43413,43418,DATE
bcs,43715,43718,ORG
another year,43757,43769,DATE
kenneth jee hell,43905,43921,PERSON
one,44318,44321,CARDINAL
year old,44539,44547,DATE
one year,44554,44562,DATE
yay,44614,44617,PERSON
first,44899,44904,ORDINAL
technician hill,45013,45028,PERSON
year,46353,46357,DATE
hourly,46736,46742,TIME
annual,46743,46749,DATE
one year,46809,46817,DATE
day couple month,47186,47202,DATE
day,47332,47335,DATE
indian,47611,47617,NORP
github repo,47663,47674,PERSON
indian,47697,47703,NORP
zero,47840,47844,CARDINAL
one,48236,48239,CARDINAL
tomorrow,49000,49008,DATE
ken working github,49670,49688,PERSON
first,50734,50739,ORDINAL
one,51335,51338,CARDINAL
second,51354,51360,ORDINAL
git intro,51677,51686,PERSON
month ago,51694,51703,DATE
pun intro,52734,52743,PERSON
first,52843,52848,ORDINAL
tableau mysql,53155,53168,PERSON
today,53486,53491,DATE
week,54539,54543,DATE
english,55164,55171,LANGUAGE
monica anaconda envs,55363,55383,PERSON
lib,55387,55390,ORG
monica anaconda envs,55459,55479,PERSON
lib,55483,55486,ORG
sys exc info,55576,55588,PERSON
monica anaconda envs,55599,55619,PERSON
lib,55623,55626,ORG
monica anaconda envs,56081,56101,PERSON
lib,56105,56108,ORG
monica anaconda envs,56200,56220,PERSON
lib,56224,56227,ORG
monica anaconda envs,56331,56351,PERSON
lib,56355,56358,ORG
monica anaconda envs,56446,56466,PERSON
lib,56470,56473,ORG
monica anaconda envs,56554,56574,PERSON
lib,56578,56581,ORG
first,56884,56889,ORDINAL
year,56962,56966,DATE
thomas edison,57115,57128,PERSON
one,57496,57499,CARDINAL
one,58631,58634,CARDINAL
next year,58925,58934,DATE
ai year,58966,58973,DATE
microsoft,59214,59223,ORG
one,61429,61432,CARDINAL
charles bukowski,61449,61465,PERSON
nba,62236,62239,ORG
nba,62255,62258,ORG
u learning data,62532,62547,ORG
first,63323,63328,ORDINAL
one,63375,63378,CARDINAL
one,63555,63558,CARDINAL
first,63978,63983,ORDINAL
one,64391,64394,CARDINAL
uk,64484,64486,GPE
india,64518,64523,GPE
two,64689,64692,CARDINAL
yesterday,64781,64790,DATE
today,64791,64796,DATE
month,65206,65211,DATE
past month,65847,65857,DATE
one,65880,65883,CARDINAL
two,65884,65887,CARDINAL
next month year,65976,65991,DATE
richard jeff,66406,66418,PERSON
first,67986,67991,ORDINAL
last decade,68606,68617,DATE
first,69281,69286,ORDINAL
one year,69972,69980,DATE
germany,69987,69994,GPE
mexico,70000,70006,GPE
german,70017,70023,NORP
two year,70150,70158,DATE
undegrad something,70624,70642,PERSON
weekly,71286,71292,DATE
maimai,71301,71307,ORG
china,71342,71347,GPE
month,71355,71360,DATE
today,71375,71380,DATE
several year,71970,71982,DATE
jack black,72028,72038,PERSON
john david podcast john,72337,72360,PERSON
year,72448,72452,DATE
john david,72892,72902,PERSON
date end date,73973,73986,DATE
english,74006,74013,NORP
austin,74921,74927,PERSON
year,75239,75243,DATE
past month,75665,75675,DATE
one day,75794,75801,DATE
first,76275,76280,ORDINAL
first,76741,76746,ORDINAL
week,78001,78005,DATE
branche github,78585,78599,PERSON
one,79108,79111,CARDINAL
year old,79322,79330,DATE
kiril iremnko jose portilla jon kron,80170,80206,PERSON
second,80341,80347,ORDINAL
third,80348,80353,ORDINAL
first,81058,81063,ORDINAL
two day later,81150,81163,DATE
every minute,81233,81245,TIME
next day,81318,81326,DATE
richmond,81394,81402,GPE
india,83308,83313,GPE
john moore,83324,83334,PERSON
uk,83346,83348,GPE
india,83903,83908,GPE
john moore,83919,83929,PERSON
uk,83941,83943,GPE
couple year,84212,84223,DATE
today,84768,84773,DATE
ken jee,84845,84852,PERSON
year ago,85256,85264,DATE
jargon,85430,85436,ORG
one year,86041,86049,DATE
heston,87103,87109,PERSON
next year,87705,87714,DATE
one,88257,88260,CARDINAL
one,88300,88303,CARDINAL
colorado,88666,88674,GPE
next year,88964,88973,DATE
several ten thousand dollar,88997,89024,MONEY
two,89261,89264,CARDINAL
khan academy udemy freecodecamp mit,89809,89844,ORG
stanford,89860,89868,ORG
microsoft,89924,89933,ORG
interviewup,90306,90317,GPE
second,90405,90411,ORDINAL
hahaha haha,91289,91300,PERSON
nah jk,91418,91424,PERSON
turkey,91547,91553,GPE
first,92372,92377,ORDINAL
year,92498,92502,DATE
five year,93065,93074,DATE
day,93081,93084,DATE
michael guy,93442,93453,PERSON
one,94174,94177,CARDINAL
one day,94240,94247,DATE
first,94298,94303,ORDINAL
hahaha,94511,94517,PERSON
raspberry lofi,94689,94703,PERSON
gpt,95228,95231,ORG
one,95563,95566,CARDINAL
pa,95655,95657,GPE
russia,95836,95842,GPE
one,95916,95919,CARDINAL
hourly,95947,95953,TIME
annual,95954,95960,DATE
hourly,95996,96002,TIME
annual,96003,96009,DATE
next year,96668,96677,DATE
three year,97476,97486,DATE
three year,97589,97599,DATE
dollar cent,97604,97615,MONEY
cadillac,97628,97636,ORG
five,97973,97977,CARDINAL
four,98506,98510,CARDINAL
one ton,98772,98779,QUANTITY
philippine,99817,99827,NORP
one,99856,99859,CARDINAL
early november,99867,99881,DATE
iran,100182,100186,GPE
six,100982,100985,CARDINAL
ibm,101136,101139,ORG
one,101160,101163,CARDINAL
one,102142,102145,CARDINAL
mse mae,102734,102741,ORG
roc,104060,104063,GPE
monte carlo simulation multivariable,104130,104166,ORG
first,105919,105924,ORDINAL
first,106146,106151,ORDINAL
first,106700,106705,ORDINAL
singapore,106772,106781,GPE
first,106943,106948,ORDINAL
hudl past year,107095,107109,DATE
jee ken,107196,107203,PERSON
harvard,107710,107717,ORG
three,107782,107787,CARDINAL
half,107823,107827,CARDINAL
india,107885,107890,GPE
india,107989,107994,GPE
monday,108326,108332,DATE
kinda,108549,108554,GPE
ken kate,108789,108797,PERSON
one,108927,108930,CARDINAL
one,109143,109146,CARDINAL
kate,109453,109457,PERSON
kate,109610,109614,PERSON
alexx,109658,109663,ORG
one,109734,109737,CARDINAL
kate,109869,109873,PERSON
monday,109948,109954,DATE
kate,110029,110033,PERSON
second,110042,110048,ORDINAL
first,110057,110062,ORDINAL
two,111013,111016,CARDINAL
three,111888,111893,CARDINAL
goona,112180,112185,ORG
first,112232,112237,ORDINAL
gpu,112459,112462,ORG
one,113264,113267,CARDINAL
bc,113427,113429,ORG
next week,113533,113542,DATE
next week,113556,113565,DATE
first,113652,113657,ORDINAL
europe,113951,113957,LOC
u curiosity indian,113994,114012,ORG
three,114079,114084,CARDINAL
month,114307,114312,DATE
hewlett packard,114838,114853,ORG
today,115639,115644,DATE
mae,116030,116033,ORG
first,116461,116466,ORDINAL
abc data,116824,116832,ORG
second,116948,116954,ORDINAL
outlier,117004,117011,PERSON
coming week,117316,117327,DATE
first,118282,118287,ORDINAL
game million,118394,118406,CARDINAL
one,118432,118435,CARDINAL
one,119385,119388,CARDINAL
rcnn,120175,120179,PERSON
first,120629,120634,ORDINAL
one,120767,120770,CARDINAL
week,120783,120787,DATE
gpu,120832,120835,ORG
first,120962,120967,ORDINAL
gpu first year,121179,121193,DATE
ralph lauren,121456,121468,PERSON
first,121602,121607,ORDINAL
one,122066,122069,CARDINAL
huang,122720,122725,PERSON
saturday,123159,123167,DATE
one,123345,123348,CARDINAL
one,123613,123616,CARDINAL
today,123651,123656,DATE
two,124513,124516,CARDINAL
one,124699,124702,CARDINAL
frank kane,124717,124727,PERSON
india,125263,125268,GPE
second,125408,125414,ORDINAL
first,125415,125420,ORDINAL
china,125471,125476,GPE
fortune company european american different role research application,125502,125571,ORG
year ago,125884,125892,DATE
first,126252,126257,ORDINAL
github kaggle,126311,126324,PERSON
earlier year,126362,126374,DATE
couple month,126485,126497,DATE
month,126726,126731,DATE
first,126803,126808,ORDINAL
week ago,127148,127156,DATE
one,127280,127283,CARDINAL
github git,127397,127407,PERSON
today,127647,127652,DATE
first,127827,127832,ORDINAL
one,127852,127855,CARDINAL
one,127924,127927,CARDINAL
jeremie ken,128390,128401,PERSON
many year,128597,128606,DATE
one transformation year,128623,128646,DATE
india,128755,128760,GPE
argentina,128788,128797,GPE
jeremie ken,128977,128988,PERSON
ken jee,129789,129796,PERSON
one,129825,129828,CARDINAL
next day,130276,130284,DATE
kaggle,130302,130308,PRODUCT
first,130431,130436,ORDINAL
india,130481,130486,GPE
jay talking,130519,130530,PERSON
several month year,130736,130754,DATE
nearly year,130977,130988,DATE
github year,131035,131046,PERSON
jeremie harris,131231,131245,PERSON
india,131276,131281,GPE
india,131535,131540,GPE
india,131602,131607,GPE
india,131728,131733,GPE
first,131773,131778,ORDINAL
first,131784,131789,ORDINAL
first,131795,131800,ORDINAL
one,133128,133131,CARDINAL
folder github,133579,133592,PERSON
past year,133735,133744,DATE
one,134183,134186,CARDINAL
couple year,134315,134326,DATE
pranay,134812,134818,PERSON
two,135546,135549,CARDINAL
first,135808,135813,ORDINAL
second,135814,135820,ORDINAL
one,136098,136101,CARDINAL
several month,136232,136245,DATE
csv,136741,136744,ORG
panda pd,136951,136959,ORG
csv df,137011,137017,FAC
cardiomegaly,137039,137051,PRODUCT
ind df,137120,137126,FAC
cardiomegaly new,137133,137149,PERSON
india,137562,137567,GPE
one,137983,137986,CARDINAL
datarobot,138281,138290,GPE
brah video minimized,138378,138398,PERSON
second,138778,138784,ORDINAL
ba,139082,139084,ORG
u ken jee amazing job like,139146,139172,ORG
u data,139188,139194,ORG
brazilian,139261,139270,NORP
brazilian,139308,139317,NORP
kaggle coursera,139580,139595,PRODUCT
mac,139709,139712,ORG
thousand,140074,140082,CARDINAL
goofy,140236,140241,ORG
korean,140274,140280,NORP
first,140439,140444,ORDINAL
kenjee congrats,140550,140565,PERSON
europe,141265,141271,LOC
one,141366,141369,CARDINAL
dis,141830,141833,ORG
year,141882,141886,DATE
year exp,141985,141993,DATE
python month,142332,142344,DATE
syllabus,142371,142379,ORG
ken phd graduate information communication,142481,142523,ORG
india,142536,142541,GPE
hugo,142848,142852,EVENT
one,143282,143285,CARDINAL
india,143299,143304,GPE
two,143519,143522,CARDINAL
bhai,143559,143563,GPE
day ago,143707,143714,DATE
one,144058,144061,CARDINAL
first,144489,144494,ORDINAL
st view,144979,144986,FAC
first year,145056,145066,DATE
day day,145417,145424,DATE
one,145502,145505,CARDINAL
one day,145698,145705,DATE
october,147286,147293,DATE
ahilan submitting project review,147569,147601,ORG
yesterday,147789,147798,DATE
one,148191,148194,CARDINAL
two,148490,148493,CARDINAL
one,148501,148504,CARDINAL
first,149437,149442,ORDINAL
ton,149600,149603,CARDINAL
many week,150265,150274,DATE
one,150323,150326,CARDINAL
couple hour,150334,150345,TIME
jupiter,151207,151214,LOC
last year,151372,151381,DATE
year,151389,151393,DATE
hour hour,151589,151598,TIME
nba nhl atp,151619,151630,ORG
mlb,151638,151641,ORG
seattle,151716,151723,GPE
one year,151764,151772,DATE
three week,151910,151920,DATE
ag,151921,151923,ORG
first,152140,152145,ORDINAL
first,152232,152237,ORDINAL
monday,152426,152432,DATE
today weekend,152455,152468,DATE
zero,152571,152575,CARDINAL
github kaggle,152712,152725,PERSON
sci,152934,152937,ORG
daily,153191,153196,DATE
one,153486,153489,CARDINAL
couple month,153500,153512,DATE
ml dl,153559,153564,PERSON
indian,153843,153849,NORP
daily,154305,154310,DATE
month,155401,155406,DATE
one,155582,155585,CARDINAL
krish,155586,155591,NORP
kaggle started learning python,155857,155887,WORK_OF_ART
zero,155933,155937,CARDINAL
three year ago,156021,156035,DATE
one,156379,156382,CARDINAL
day ago,156990,156997,DATE
next day,157020,157028,DATE
early morning,157058,157071,TIME
two,157302,157305,CARDINAL
three,158182,158187,CARDINAL
three,158194,158199,CARDINAL
last month,158257,158267,DATE
last night,158315,158325,TIME
first,158326,158331,ORDINAL
github linkedin,158546,158561,PERSON
one,158874,158877,CARDINAL
jim rohn,159339,159347,PERSON
year,159897,159901,DATE
january,160763,160770,DATE
today,160852,160857,DATE
kick butt,160911,160920,PERSON
one,160999,161002,CARDINAL
year exp,161129,161137,DATE
first,161290,161295,ORDINAL
one,161478,161481,CARDINAL
next year,161608,161617,DATE
panda,162406,162411,ORG
csv,162566,162569,ORG
panda pd,162577,162585,ORG
ken alex great,162815,162829,PERSON
week month,163247,163257,DATE
one,163415,163418,CARDINAL
awesome yoooo,163626,163639,ORG
one,163688,163691,CARDINAL
month,164366,164371,DATE
amazon,164706,164712,ORG
year,164973,164977,DATE
arena year ago,165781,165795,DATE
indian,167031,167037,NORP
zero,167065,167069,CARDINAL
next year,167456,167465,DATE
two,167466,167469,CARDINAL
around year,167479,167490,DATE
zero,167738,167742,CARDINAL
first year,167763,167773,DATE
next year,168143,168152,DATE
yeah kaggle great,168355,168372,PERSON
airbus,169566,169572,ORG
september,169622,169631,DATE
today,169933,169938,DATE
english,169987,169994,LANGUAGE
titan,170146,170151,GPE
half,170167,170171,CARDINAL
wilson,170633,170639,ORG
yesterday,170807,170816,DATE
today,171119,171124,DATE
india,171137,171142,GPE
iceberg become data,171606,171625,ORG
day,172064,172067,DATE
first,173192,173197,ORDINAL
first,173848,173853,ORDINAL
ibm,174929,174932,ORG
one,176212,176215,CARDINAL
day day week,176243,176255,DATE
three year,176256,176266,DATE
sept,176535,176539,CARDINAL
four day ago,176662,176674,DATE
china,178050,178055,GPE
first,178066,178071,ORDINAL
second,178072,178078,ORDINAL
australia,178327,178336,GPE
ill join ya ken,178940,178955,PERSON
ken dayofdara app,179547,179564,PERSON
two,179570,179573,CARDINAL
one,179606,179609,CARDINAL
india,179833,179838,GPE
one,179893,179896,CARDINAL
first,180280,180285,ORDINAL
evilc github io,181313,181328,PERSON
yesterday,181337,181346,DATE
sa spss,182232,182239,PERSON
fannie mae,182341,182351,ORG
quit mo easy change job,182421,182444,ORG
nasa,182495,182499,ORG
irs,182573,182576,ORG
yay,182685,182688,PERSON
second,182948,182954,ORDINAL
first,182979,182984,ORDINAL
one,182985,182988,CARDINAL
one,183007,183010,CARDINAL
ken darwin github,183524,183541,PERSON
one,184339,184342,CARDINAL
ken month,184457,184466,DATE
jump kaggle,184585,184596,PERSON
ba psych,184620,184628,ORG
couple day ago,184806,184820,DATE
one,185173,185176,CARDINAL
darwin,185684,185690,PERSON
first,185747,185752,ORDINAL
past month,186264,186274,DATE
past year,186389,186398,DATE
past month,186459,186469,DATE
two,186493,186496,CARDINAL
one,187474,187477,CARDINAL
darwin,187563,187569,PERSON
three,187732,187737,CARDINAL
india,187798,187803,GPE
ibm,187897,187900,ORG
michigan,187978,187986,GPE
darwin,188431,188437,PERSON
hugo,189035,189039,EVENT
keyboard ya video,189112,189129,PERSON
sci kit info,189245,189257,ORG
week,189669,189673,DATE
every day,189831,189840,DATE
one,190019,190022,CARDINAL
monthly,190211,190218,DATE
kaggle,190607,190613,PRODUCT
tomorrow,190681,190689,DATE
zero,191124,191128,CARDINAL
september,191368,191377,DATE
india,191443,191448,GPE
latest season,191685,191698,DATE
daily,192263,192268,DATE
yesterday,192578,192587,DATE
couple day ago,192639,192653,DATE
month ago,193015,193024,DATE
second,193045,193051,ORDINAL
kaggle,193700,193706,ORG
panda data,193727,193737,ORG
next year,194398,194407,DATE
month,194649,194654,DATE
around month ago,195151,195167,DATE
zero,195308,195312,CARDINAL
jee hoo hoo ken jee hoo hoo ken jee hoo,195533,195572,PERSON
daily,196304,196309,DATE
daniel bourke,196387,196400,PERSON
one,197195,197198,CARDINAL
one,197761,197764,CARDINAL
three,197774,197779,CARDINAL
month,197823,197828,DATE
ml kera tensorflow,198246,198264,PERSON
daily,198552,198557,DATE
first,198644,198649,ORDINAL
one,198725,198728,CARDINAL
metadata,199094,199102,ORG
past couple month,199580,199597,DATE
kaggle,199888,199894,PERSON
one day,200536,200543,DATE
morning,200863,200870,TIME
navigate kaggle maelstrom,201016,201041,PERSON
john hopkin,201697,201708,PERSON
today,202047,202052,DATE
september,202548,202557,DATE
monthly one year,202663,202679,DATE
one,203812,203815,CARDINAL
second,204239,204245,ORDINAL
kaggle,204442,204448,ORG
hugo,204900,204904,EVENT
two,205741,205744,CARDINAL
chicago,205864,205871,GPE
month ago,206115,206124,DATE
wang,206438,206442,ORG
english,206843,206850,LANGUAGE
one,206931,206934,CARDINAL
month,206996,207001,DATE
day,207061,207064,DATE
south africa,207924,207936,GPE
first,207937,207942,ORDINAL
html parser,209179,209190,ORG
one,209969,209972,CARDINAL
zero,210228,210232,CARDINAL
australia,210301,210310,GPE
one,210564,210567,CARDINAL
barely month,211791,211803,DATE
rwanda,211884,211890,GPE
east africa,211891,211902,GPE
zero,212096,212100,CARDINAL
summer,212467,212473,DATE
working research project university,212474,212509,ORG
danny channel,213120,213133,PERSON
one year,213732,213740,DATE
kaggle,214335,214341,PRODUCT
one,214433,214436,CARDINAL
frank kane,214506,214516,PERSON
first,214732,214737,ORDINAL
right year,215326,215336,DATE
first,216798,216803,ORDINAL
silicon valley,217066,217080,LOC
midwest,217081,217088,LOC
daily,218075,218080,DATE
kaggle,218225,218231,PRODUCT
kaggle,218245,218251,PRODUCT
untitled py console,218461,218480,PERSON
one year,219443,219451,DATE
one,219739,219742,CARDINAL
roam around kaggle,219962,219980,PERSON
gb ddr gb,220525,220534,PERSON
first,221444,221449,ORDINAL
ken sooo humble,221895,221910,ORG
day,221938,221941,DATE
first,222226,222231,ORDINAL
september,222359,222368,DATE
ibm,222705,222708,ORG
month ago,222765,222774,DATE
one,223312,223315,CARDINAL
day day,224405,224412,DATE
one,224587,224590,CARDINAL
one year,224668,224676,DATE
monthly,224699,224706,DATE
tbh year,225044,225052,DATE
last year,225315,225324,DATE
grad school week,225342,225358,ORG
week ago,225447,225455,DATE
past year,225594,225603,DATE
one,225825,225828,CARDINAL
zero,225909,225913,CARDINAL
first,226239,226244,ORDINAL
linkedin,227380,227388,GPE
english,228152,228159,LANGUAGE
late night,228447,228457,TIME
one,228663,228666,CARDINAL
one,228676,228679,CARDINAL
daily,228813,228818,DATE
one,229309,229312,CARDINAL
one,229401,229404,CARDINAL
one,229438,229441,CARDINAL
one,229828,229831,CARDINAL
monthly,230114,230121,DATE
one,230286,230289,CARDINAL
month,230407,230412,DATE
mac,230434,230437,ORG
first,230902,230907,ORDINAL
first,230952,230957,ORDINAL
first,232391,232396,ORDINAL
first,232491,232496,ORDINAL
one,233179,233182,CARDINAL
one,233973,233976,CARDINAL
two,233977,233980,CARDINAL
one,234063,234066,CARDINAL
two,234067,234070,CARDINAL
two,234079,234082,CARDINAL
gj updating github,234265,234283,PERSON
last second,234908,234919,DATE
one minute,234926,234936,TIME
second,234952,234958,ORDINAL
morocco,235554,235561,GPE
admission canada,235824,235840,ORG
one year,236013,236021,DATE
canada,236063,236069,GPE
two,237060,237063,CARDINAL
turkey,237429,237435,GPE
one,237577,237580,CARDINAL
australia,238338,238347,GPE
yt algorithm ken jee,239144,239164,ORG
one,239629,239632,CARDINAL
one,240541,240544,CARDINAL
csv,240959,240962,ORG
nick wan,242524,242532,PERSON
first,242540,242545,ORDINAL
nick wan,242552,242560,PERSON
today,242626,242631,DATE
first,243178,243183,ORDINAL
first,243415,243420,ORDINAL
astype,244085,244091,ORG
yhatbasevc basesubmisson,244154,244178,PERSON
basesubmisson tocsv,244213,244232,PERSON
basesubmisson csv,244233,244250,PERSON
nick wan,244453,244461,PERSON
nick,244535,244539,PERSON
nick twitter,244547,244559,PERSON
nico gramenz,245123,245135,PERSON
one,245325,245328,CARDINAL
engineering year,246074,246090,DATE
seriously ba,247905,247917,PERSON
month ago,248383,248392,DATE
year later,248730,248740,DATE
first,248795,248800,ORDINAL
next year,248926,248935,DATE
india,249349,249354,GPE
one day,249752,249759,DATE
two year,250089,250097,DATE
kinda,250141,250146,PERSON
end year,250177,250185,DATE
gpu,250268,250271,ORG
one,250284,250287,CARDINAL
two,250707,250710,CARDINAL
first,251209,251214,ORDINAL
kaggle,251690,251696,PRODUCT
one,251923,251926,CARDINAL
today,252486,252491,DATE
one,252845,252848,CARDINAL
one,253014,253017,CARDINAL
jee humble,253638,253648,PERSON
almost one two week,253761,253780,DATE
one,253977,253980,CARDINAL
first,254236,254241,ORDINAL
clerk patent office,254446,254465,ORG
maxwell newton,254492,254506,FAC
maxwell expertise derivation,254571,254599,ORG
ibm,254863,254866,ORG
week ago,254911,254919,DATE
hahaha,255675,255681,NORP
uk,255960,255962,GPE
hour,256147,256151,TIME
iran,257254,257258,GPE
canada,257313,257319,GPE
usa,257994,257997,ORG
first,258717,258722,ORDINAL
one,260681,260684,CARDINAL
first,260873,260878,ORDINAL
one,260879,260882,CARDINAL
second,260976,260982,ORDINAL
csv,261174,261177,ORG
first,261229,261234,ORDINAL
one,261356,261359,CARDINAL
one,262027,262030,CARDINAL
gpt,262654,262657,ORG
one,262959,262962,CARDINAL
jetson nano,263606,263617,PERSON
po,263629,263631,GPE
month ago,264047,264056,DATE
lian li,264065,264072,PERSON
tower,264077,264082,PERSON
one,264284,264287,CARDINAL
nzxt,264293,264297,ORG
kaggle,264355,264361,ORG
one,264375,264378,CARDINAL
two,264470,264473,CARDINAL
first,264474,264479,ORDINAL
frank kane,264487,264497,PERSON
yoou,264654,264658,PERSON
one,264749,264752,CARDINAL
year,265419,265423,DATE
indian,265601,265607,NORP
kaggle,265719,265725,ORG
today,265858,265863,DATE
one,265974,265977,CARDINAL
one,266709,266712,CARDINAL
last couple year,266936,266952,DATE
titan,267311,267316,GPE
one,267346,267349,CARDINAL
one year,267792,267800,DATE
morocco,267847,267854,ORG
morocco,267966,267973,GPE
next spring,268142,268153,DATE
india,268501,268506,GPE
around hour,268869,268880,TIME
scandinavian,269705,269717,NORP
one,270436,270439,CARDINAL
one,270937,270940,CARDINAL
one,270954,270957,CARDINAL
almost year,271107,271118,DATE
first,271444,271449,ORDINAL
second,271710,271716,ORDINAL
last one year,271929,271942,DATE
nebraska,271975,271983,PERSON
usa american,272043,272055,ORG
american,272235,272243,NORP
nba,272257,272260,ORG
nba,272285,272288,ORG
lee,272386,272389,PERSON
canada,274138,274144,GPE
india,274167,274172,GPE
april,274491,274496,DATE
one,275431,275434,CARDINAL
henry blackburne,275560,275576,PERSON
last week,276058,276067,DATE
annual,276983,276989,DATE
two,278154,278157,CARDINAL
italian,278333,278340,NORP
month,278545,278550,DATE
weekend,279410,279417,DATE
one,279543,279546,CARDINAL
thankyou ken,279567,279579,PERSON
today,279822,279827,DATE
today,279842,279847,DATE
first,280090,280095,ORDINAL
many year,280215,280224,DATE
white board,280526,280537,ORG
one,280695,280698,CARDINAL
one,280889,280892,CARDINAL
first,281093,281098,ORDINAL
zero,281927,281931,CARDINAL
zero,282299,282303,CARDINAL
first,283397,283402,ORDINAL
one,283516,283519,CARDINAL
titan,283549,283554,GPE
three,283818,283823,CARDINAL
three,283872,283877,CARDINAL
one,284445,284448,CARDINAL
first,284518,284523,ORDINAL
month ago,284558,284567,DATE
year,284660,284664,DATE
year past year,284692,284706,DATE
uk,284751,284753,GPE
brazil,285072,285078,GPE
next week,285590,285599,DATE
second,285984,285990,ORDINAL
age year,286049,286057,DATE
first,286102,286107,ORDINAL
first year,286820,286830,DATE
second year,286896,286907,DATE
danny week,287499,287509,PERSON
youtube linkedin,287516,287532,PERSON
anaconda lib site package,287638,287663,ORG
anaconda lib site,287746,287763,ORG
anaconda lib site package,288396,288421,ORG
anaconda lib site package,288513,288538,ORG
annual,288754,288760,DATE
sysadmin,289027,289035,GPE
first,289088,289093,ORDINAL
cisco,289190,289195,GPE
month,289367,289372,DATE
xyz,290265,290268,ORG
two week,290443,290451,DATE
first,290550,290555,ORDINAL
microsoft,290609,290618,ORG
almost month,290851,290863,DATE
danny,291474,291479,PERSON
github linkedin,291608,291623,PERSON
gpt,292060,292063,ORG
uk,292113,292115,GPE
one,292348,292351,CARDINAL
one,292376,292379,CARDINAL
one,292408,292411,CARDINAL
india,293098,293103,GPE
three,293110,293115,CARDINAL
first,293592,293597,ORDINAL
secondly,293609,293617,ORDINAL
tableau,293930,293937,PERSON
